text,label
sewa kamar,Rent
pesan grab now,Transport
tiket konser!,Entertainment
biaya klinik!,Health
tiket bioskop asap,Entertainment
beli snack please,Food
langganan internet please,Utilities
bayar listrik PLN asap,Utilities
tagihan air!,Utilities
cek kesehatan asap,Health
makan di restoran now,Food
langganan internet!,Utilities
beli vitamin asap,Health
belanja mall please,Other
langganan netflix,Entertainment
need to donasi amal,Other
tiket bioskop now,Entertainment
sewa kantor,Rent
donasi amal now,Other
isi bensin asap,Transport
beli token gas,Utilities
periksa dokter!,Health
pesan grab food,Food
bayar kos bulanan asap,Rent
alat tulis please,Other
need to belanja sayur,Food
sewa kantor,Rent
isi bensin asap,Transport
sewa kantor now,Rent
pulsa hp now,Utilities
belanja sayur!,Food
pesan grab now,Transport
beli token gas now,Utilities
langganan musik asap,Entertainment
beli buku please,Other
periksa dokter now,Health
tiket konser,Entertainment
need to beli game,Entertainment
isi bensin now,Transport
alat tulis asap,Other
langganan netflix asap,Entertainment
sewa kantor,Rent
tiket bioskop please,Entertainment
bayar listrik PLN please,Utilities
tiket konser now,Entertainment
tagihan air!,Utilities
isi bensin asap,Transport
bayar ongkos bus,Transport
bayar kos bulanan asap,Rent
pulsa hp!,Utilities
alat tulis!,Other
beli buku,Other
belanja sayur asap,Food
beli buku!,Other
beli snack,Food
beli pizza,Food
sewa kantor!,Rent
tiket konser,Entertainment
langganan netflix asap,Entertainment
beli buku asap,Other
sewa apartemen,Rent
ojek online please,Transport
langganan musik please,Entertainment
beli token gas asap,Utilities
beli tiket kereta please,Transport
beli pizza,Food
belanja sayur please,Food
ojek online please,Transport
need to donasi amal,Other
bayar ongkos bus asap,Transport
langganan netflix please,Entertainment
need to tiket konser,Entertainment
periksa dokter now,Health
langganan musik asap,Entertainment
periksa dokter,Health
beli buku,Other
need to bayar kos bulanan,Rent
langganan internet now,Utilities
need to langganan internet,Utilities
need to langganan musik,Entertainment
donasi amal please,Other
cek kesehatan please,Health
periksa dokter now,Health
ojek online!,Transport
sewa kantor!,Rent
cek kesehatan please,Health
need to beli hadiah ulang tahun,Other
bayar ongkos bus now,Transport
beli game asap,Entertainment
bayar kontrakan,Rent
langganan internet!,Utilities
tiket konser,Entertainment
bayar kos bulanan asap,Rent
beli token gas please,Utilities
tagihan air now,Utilities
cek kesehatan,Health
beli snack!,Food
beli obat,Health
need to beli snack,Food
tagihan air,Utilities
bayar kontrakan now,Rent
need to bayar kos bulanan,Rent
pesan grab food now,Food
beli snack now,Food
need to sewa kamar,Rent
isi bensin,Transport
pesan grab food now,Food
belanja sayur asap,Food
tiket konser,Entertainment
isi bensin asap,Transport
belanja mall asap,Other
langganan netflix,Entertainment
pesan grab food,Food
beli vitamin asap,Health
bayar ongkos bus,Transport
alat tulis please,Other
need to beli game,Entertainment
beli snack!,Food
tiket bioskop please,Entertainment
langganan internet,Utilities
langganan netflix!,Entertainment
sewa kamar please,Rent
pulsa hp please,Utilities
tagihan air!,Utilities
need to sewa apartemen,Rent
donasi amal,Other
sewa apartemen,Rent
pesan grab,Transport
need to makan di restoran,Food
beli obat asap,Health
periksa dokter,Health
bayar kos bulanan!,Rent
tiket konser,Entertainment
beli vitamin,Health
ojek online please,Transport
langganan internet please,Utilities
need to pulsa hp,Utilities
cek kesehatan please,Health
beli game,Entertainment
ojek online now,Transport
beli snack asap,Food
donasi amal asap,Other
need to tagihan air,Utilities
beli game,Entertainment
makan di restoran!,Food
bayar kontrakan now,Rent
tiket bioskop,Entertainment
ojek online now,Transport
beli buku now,Other
belanja mall please,Other
need to cek kesehatan,Health
tiket konser now,Entertainment
beli game asap,Entertainment
bayar ongkos bus!,Transport
bayar listrik PLN asap,Utilities
bayar kos bulanan,Rent
belanja sayur!,Food
beli vitamin!,Health
beli token gas,Utilities
beli tiket kereta please,Transport
belanja mall!,Other
isi bensin,Transport
tiket bioskop now,Entertainment
periksa dokter asap,Health
need to biaya klinik,Health
need to sewa kamar,Rent
belanja mall please,Other
tiket bioskop please,Entertainment
bayar kos bulanan now,Rent
bayar kontrakan,Rent
need to periksa dokter,Health
sewa apartemen please,Rent
sewa kantor,Rent
cek kesehatan please,Health
beli hadiah ulang tahun asap,Other
tiket konser,Entertainment
pesan grab food asap,Food
langganan musik please,Entertainment
pesan grab food now,Food
cek kesehatan,Health
belanja mall,Other
belanja mall please,Other
periksa dokter!,Health
bayar listrik PLN please,Utilities
cek kesehatan,Health
beli vitamin,Health
langganan netflix please,Entertainment
makan di restoran asap,Food
tiket konser now,Entertainment
beli token gas,Utilities
belanja mall,Other
beli pizza,Food
beli token gas,Utilities
sewa kamar now,Rent
pesan grab food!,Food
sewa kantor,Rent
need to periksa dokter,Health
belanja sayur now,Food
need to beli snack,Food
belanja sayur,Food
sewa kantor please,Rent
beli game asap,Entertainment
tiket bioskop,Entertainment
tagihan air!,Utilities
cek kesehatan now,Health
need to cek kesehatan,Health
tiket konser,Entertainment
tiket konser now,Entertainment
need to pesan grab food,Food
biaya klinik now,Health
periksa dokter!,Health
need to sewa apartemen,Rent
belanja mall asap,Other
bayar kos bulanan,Rent
need to bayar kontrakan,Rent
langganan internet,Utilities
beli tiket kereta asap,Transport
bayar listrik PLN asap,Utilities
tiket konser,Entertainment
makan di restoran,Food
donasi amal now,Other
langganan musik,Entertainment
need to beli hadiah ulang tahun,Other
tiket konser now,Entertainment
pulsa hp please,Utilities
sewa kamar,Rent
langganan netflix!,Entertainment
need to beli obat,Health
langganan netflix please,Entertainment
need to beli obat,Health
beli snack now,Food
pesan grab!,Transport
beli buku asap,Other
cek kesehatan now,Health
cek kesehatan asap,Health
bayar kontrakan asap,Rent
beli token gas,Utilities
tiket konser asap,Entertainment
need to makan di restoran,Food
need to ojek online,Transport
beli buku now,Other
need to bayar ongkos bus,Transport
langganan internet,Utilities
belanja sayur,Food
belanja mall,Other
bayar ongkos bus asap,Transport
need to tiket bioskop,Entertainment
ojek online now,Transport
ojek online,Transport
pesan grab,Transport
beli tiket kereta!,Transport
pesan grab food!,Food
need to pesan grab,Transport
donasi amal please,Other
donasi amal,Other
bayar kos bulanan,Rent
periksa dokter!,Health
tagihan air please,Utilities
isi bensin!,Transport
need to beli buku,Other
beli tiket kereta,Transport
sewa kantor please,Rent
need to beli vitamin,Health
need to periksa dokter,Health
need to cek kesehatan,Health
bayar kontrakan please,Rent
bayar listrik PLN!,Utilities
periksa dokter please,Health
langganan musik now,Entertainment
need to biaya klinik,Health
pesan grab asap,Transport
makan di restoran please,Food
belanja sayur asap,Food
need to tiket konser,Entertainment
tagihan air now,Utilities
bayar kontrakan now,Rent
makan di restoran please,Food
need to sewa kamar,Rent
pesan grab asap,Transport
beli game,Entertainment
isi bensin!,Transport
tiket bioskop!,Entertainment
bayar listrik PLN!,Utilities
beli tiket kereta!,Transport
beli game,Entertainment
beli obat asap,Health
belanja sayur asap,Food
need to tiket konser,Entertainment
tiket bioskop asap,Entertainment
beli hadiah ulang tahun!,Other
need to bayar ongkos bus,Transport
beli vitamin now,Health
makan di restoran now,Food
need to pulsa hp,Utilities
beli tiket kereta now,Transport
langganan musik please,Entertainment
belanja mall asap,Other
need to beli tiket kereta,Transport
tiket konser now,Entertainment
beli tiket kereta please,Transport
langganan netflix now,Entertainment
alat tulis asap,Other
beli obat asap,Health
alat tulis,Other
langganan netflix please,Entertainment
makan di restoran!,Food
beli hadiah ulang tahun now,Other
sewa kamar now,Rent
beli snack asap,Food
pesan grab food asap,Food
need to makan di restoran,Food
ojek online!,Transport
need to belanja mall,Other
sewa apartemen now,Rent
need to makan di restoran,Food
bayar ongkos bus!,Transport
bayar listrik PLN!,Utilities
beli token gas asap,Utilities
beli vitamin,Health
makan di restoran asap,Food
belanja sayur!,Food
beli game now,Entertainment
sewa apartemen asap,Rent
bayar ongkos bus asap,Transport
beli token gas!,Utilities
need to beli pizza,Food
need to beli tiket kereta,Transport
tiket bioskop now,Entertainment
beli hadiah ulang tahun!,Other
need to belanja mall,Other
periksa dokter please,Health
belanja sayur asap,Food
need to beli vitamin,Health
sewa apartemen!,Rent
beli snack,Food
need to periksa dokter,Health
beli hadiah ulang tahun asap,Other
langganan netflix,Entertainment
pesan grab asap,Transport
pesan grab!,Transport
need to bayar kos bulanan,Rent
beli hadiah ulang tahun please,Other
sewa kamar!,Rent
beli vitamin please,Health
alat tulis please,Other
sewa kantor,Rent
tiket konser please,Entertainment
bayar listrik PLN,Utilities
tiket konser now,Entertainment
beli vitamin!,Health
need to beli vitamin,Health
need to belanja sayur,Food
bayar listrik PLN asap,Utilities
need to beli game,Entertainment
periksa dokter,Health
need to pesan grab,Transport
need to bayar listrik PLN,Utilities
bayar ongkos bus,Transport
beli pizza,Food
ojek online,Transport
sewa kantor asap,Rent
beli game asap,Entertainment
belanja mall,Other
langganan netflix now,Entertainment
periksa dokter now,Health
sewa kantor,Rent
belanja mall,Other
beli vitamin!,Health
need to tagihan air,Utilities
donasi amal!,Other
langganan musik please,Entertainment
tagihan air please,Utilities
langganan internet please,Utilities
belanja mall now,Other
beli token gas!,Utilities
langganan musik please,Entertainment
beli game now,Entertainment
tiket bioskop,Entertainment
langganan internet asap,Utilities
cek kesehatan now,Health
pesan grab,Transport
bayar kos bulanan now,Rent
tiket bioskop asap,Entertainment
langganan musik!,Entertainment
donasi amal,Other
tiket bioskop!,Entertainment
pesan grab food!,Food
need to langganan netflix,Entertainment
need to langganan internet,Utilities
periksa dokter!,Health
beli obat,Health
need to sewa kantor,Rent
need to belanja mall,Other
beli token gas!,Utilities
need to ojek online,Transport
sewa kamar!,Rent
biaya klinik now,Health
beli vitamin asap,Health
belanja sayur please,Food
sewa apartemen!,Rent
beli hadiah ulang tahun,Other
sewa apartemen please,Rent
alat tulis please,Other
pesan grab,Transport
need to beli hadiah ulang tahun,Other
langganan netflix,Entertainment
beli vitamin now,Health
need to sewa kantor,Rent
beli pizza,Food
beli tiket kereta,Transport
beli vitamin,Health
isi bensin please,Transport
beli hadiah ulang tahun now,Other
beli game please,Entertainment
need to sewa kantor,Rent
belanja sayur asap,Food
langganan netflix now,Entertainment
need to biaya klinik,Health
isi bensin now,Transport
need to isi bensin,Transport
sewa kantor asap,Rent
pesan grab now,Transport
beli snack,Food
bayar kontrakan please,Rent
tiket konser,Entertainment
tiket konser asap,Entertainment
beli obat,Health
biaya klinik!,Health
makan di restoran asap,Food
donasi amal now,Other
need to langganan netflix,Entertainment
beli snack,Food
need to ojek online,Transport
sewa kantor,Rent
bayar ongkos bus please,Transport
tiket bioskop,Entertainment
langganan netflix,Entertainment
need to beli pizza,Food
sewa kamar now,Rent
need to bayar kontrakan,Rent
alat tulis,Other
beli game,Entertainment
makan di restoran please,Food
beli game now,Entertainment
biaya klinik!,Health
ojek online!,Transport
makan di restoran!,Food
makan di restoran please,Food
beli snack now,Food
need to alat tulis,Other
beli hadiah ulang tahun!,Other
tagihan air,Utilities
beli snack please,Food
langganan musik now,Entertainment
beli hadiah ulang tahun now,Other
donasi amal now,Other
periksa dokter,Health
beli hadiah ulang tahun,Other
beli pizza,Food
sewa kantor,Rent
beli snack asap,Food
makan di restoran,Food
isi bensin asap,Transport
need to donasi amal,Other
bayar ongkos bus,Transport
bayar kos bulanan please,Rent
langganan musik now,Entertainment
tiket bioskop,Entertainment
biaya klinik,Health
beli buku,Other
langganan netflix now,Entertainment
need to isi bensin,Transport
pulsa hp now,Utilities
need to langganan musik,Entertainment
pesan grab food!,Food
beli pizza please,Food
bayar kos bulanan asap,Rent
langganan netflix asap,Entertainment
beli tiket kereta now,Transport
bayar listrik PLN asap,Utilities
need to tiket bioskop,Entertainment
beli pizza asap,Food
sewa apartemen,Rent
tagihan air,Utilities
alat tulis,Other
periksa dokter please,Health
beli snack now,Food
beli tiket kereta,Transport
tiket konser now,Entertainment
langganan musik,Entertainment
bayar kontrakan,Rent
makan di restoran!,Food
langganan netflix asap,Entertainment
donasi amal,Other
pesan grab asap,Transport
beli game now,Entertainment
bayar kontrakan,Rent
sewa kamar,Rent
tagihan air!,Utilities
tiket konser!,Entertainment
belanja mall!,Other
biaya klinik now,Health
langganan musik asap,Entertainment
beli vitamin asap,Health
pesan grab asap,Transport
langganan musik,Entertainment
makan di restoran now,Food
beli obat,Health
periksa dokter!,Health
pulsa hp now,Utilities
need to ojek online,Transport
pesan grab food please,Food
bayar kontrakan please,Rent
pesan grab,Transport
beli vitamin,Health
pesan grab food asap,Food
belanja sayur now,Food
beli game!,Entertainment
isi bensin asap,Transport
beli vitamin please,Health
langganan musik now,Entertainment
beli buku asap,Other
belanja mall please,Other
bayar listrik PLN,Utilities
cek kesehatan please,Health
need to cek kesehatan,Health
beli token gas,Utilities
tiket bioskop,Entertainment
beli game,Entertainment
donasi amal please,Other
beli vitamin,Health
beli hadiah ulang tahun,Other
beli vitamin please,Health
sewa kantor!,Rent
need to beli tiket kereta,Transport
sewa kamar now,Rent
need to tiket konser,Entertainment
sewa kamar,Rent
sewa kantor!,Rent
langganan musik,Entertainment
isi bensin!,Transport
beli snack,Food
bayar kontrakan!,Rent
makan di restoran,Food
pesan grab food asap,Food
sewa apartemen please,Rent
pesan grab food asap,Food
alat tulis asap,Other
beli vitamin,Health
ojek online now,Transport
sewa apartemen,Rent
need to bayar listrik PLN,Utilities
tiket konser now,Entertainment
need to langganan internet,Utilities
langganan netflix,Entertainment
beli snack,Food
beli hadiah ulang tahun,Other
beli tiket kereta asap,Transport
langganan musik asap,Entertainment
sewa kamar!,Rent
belanja mall asap,Other
makan di restoran now,Food
need to beli pizza,Food
alat tulis,Other
tiket konser,Entertainment
langganan musik,Entertainment
langganan musik!,Entertainment
beli token gas please,Utilities
beli hadiah ulang tahun,Other
pulsa hp,Utilities
beli game please,Entertainment
need to sewa kantor,Rent
langganan netflix now,Entertainment
tiket konser asap,Entertainment
biaya klinik please,Health
beli pizza!,Food
sewa kantor,Rent
tagihan air!,Utilities
tagihan air,Utilities
periksa dokter now,Health
makan di restoran now,Food
sewa kamar asap,Rent
periksa dokter,Health
ojek online!,Transport
langganan musik asap,Entertainment
bayar ongkos bus,Transport
beli hadiah ulang tahun please,Other
beli token gas please,Utilities
beli tiket kereta,Transport
isi bensin!,Transport
makan di restoran,Food
belanja sayur,Food
donasi amal now,Other
alat tulis,Other
beli game,Entertainment
need to pulsa hp,Utilities
pesan grab,Transport
isi bensin,Transport
beli hadiah ulang tahun,Other
need to belanja mall,Other
need to langganan musik,Entertainment
sewa apartemen please,Rent
beli hadiah ulang tahun,Other
beli tiket kereta,Transport
need to beli pizza,Food
beli token gas now,Utilities
langganan internet please,Utilities
pulsa hp asap,Utilities
donasi amal please,Other
isi bensin,Transport
donasi amal,Other
beli buku,Other
beli token gas,Utilities
need to ojek online,Transport
belanja sayur please,Food
need to langganan netflix,Entertainment
beli buku,Other
tiket konser now,Entertainment
beli pizza!,Food
periksa dokter,Health
periksa dokter!,Health
need to beli vitamin,Health
cek kesehatan asap,Health
periksa dokter please,Health
beli pizza,Food
beli buku now,Other
bayar listrik PLN,Utilities
sewa kantor,Rent
need to periksa dokter,Health
tagihan air!,Utilities
tagihan air now,Utilities
beli tiket kereta please,Transport
ojek online,Transport
bayar ongkos bus asap,Transport
beli vitamin now,Health
beli hadiah ulang tahun!,Other
need to donasi amal,Other
sewa kantor!,Rent
langganan musik please,Entertainment
beli buku asap,Other
beli game asap,Entertainment
beli obat now,Health
belanja mall,Other
beli tiket kereta asap,Transport
belanja sayur now,Food
need to sewa kamar,Rent
makan di restoran,Food
bayar listrik PLN please,Utilities
isi bensin,Transport
langganan netflix,Entertainment
tagihan air please,Utilities
cek kesehatan,Health
sewa apartemen asap,Rent
sewa kantor please,Rent
beli pizza asap,Food
pulsa hp asap,Utilities
makan di restoran,Food
beli snack!,Food
langganan musik,Entertainment
makan di restoran now,Food
tiket konser,Entertainment
tiket konser!,Entertainment
belanja mall now,Other
pesan grab food!,Food
bayar listrik pln,Utilities
cek kesehatan asap,Health
isi bensin,Transport
biaya klinik!,Health
beli tiket kereta,Transport
ojek online,Transport
donasi amal asap,Other
pulsa hp please,Utilities
beli game asap,Entertainment
beli buku please,Other
belanja mall asap,Other
donasi amal now,Other
belanja sayur please,Food
beli vitamin please,Health
periksa dokter asap,Health
need to sewa kamar,Rent
need to tagihan air,Utilities
alat tulis!,Other
bayar listrik pln,Utilities
need to beli hadiah ulang tahun,Other
beli game!,Entertainment
makan di restoran now,Food
beli obat,Health
makan di restoran now,Food
beli vitamin,Health
need to langganan netflix,Entertainment
ojek online,Transport
isi bensin,Transport
donasi amal asap,Other
beli obat now,Health
beli snack please,Food
bayar kos bulanan!,Rent
langganan internet now,Utilities
makan di restoran asap,Food
need to beli game,Entertainment
ojek online,Transport
beli obat now,Health
belanja mall asap,Other
need to tiket konser,Entertainment
need to tiket bioskop,Entertainment
need to sewa kamar,Rent
tagihan air asap,Utilities
need to periksa dokter,Health
belanja mall please,Other
tiket bioskop asap,Entertainment
pesan grab,Transport
tiket bioskop,Entertainment
langganan internet please,Utilities
belanja mall now,Other
bayar listrik PLN asap,Utilities
langganan musik asap,Entertainment
sewa kantor please,Rent
need to langganan musik,Entertainment
need to periksa dokter,Health
need to bayar kontrakan,Rent
tiket konser now,Entertainment
tiket bioskop,Entertainment
beli hadiah ulang tahun now,Other
sewa kamar,Rent
biaya klinik asap,Health
langganan musik,Entertainment
beli pizza now,Food
need to beli hadiah ulang tahun,Other
beli tiket kereta,Transport
belanja sayur,Food
langganan musik!,Entertainment
langganan internet!,Utilities
tiket bioskop,Entertainment
langganan internet now,Utilities
bayar kos bulanan now,Rent
bayar kontrakan,Rent
periksa dokter now,Health
beli vitamin asap,Health
isi bensin,Transport
cek kesehatan!,Health
ojek online now,Transport
cek kesehatan please,Health
cek kesehatan,Health
bayar listrik PLN now,Utilities
beli pizza,Food
pulsa hp asap,Utilities
donasi amal,Other
langganan netflix,Entertainment
isi bensin!,Transport
ojek online now,Transport
periksa dokter,Health
sewa apartemen now,Rent
need to beli obat,Health
cek kesehatan please,Health
pulsa hp,Utilities
cek kesehatan!,Health
donasi amal,Other
